,Product_Name,combined_features
573,Big Muscles Nutrition Signature Whey Protein Strawberry Banana Twirl Powder,"Big Muscles Nutrition Signature Whey Protein Strawberry Banana Twirl Powder Big Muscles Nutrition Signature Whey ProteinExplore the entire range of Lean available on Nykaa. Shop more Big Muscles products here.You can browse through the complete world of Big Muscles Lean .Alternatively, you can also find many more products from the Big Muscles Nutrition Signature Whey Protein Strawberry Banana Twirl Powder range.MRP: 2949 Country of Origin: IndiaName of Mfg / Importer / Brand: Bimuscles NutritionAddress of Mfg / Importer / Brand: A-207, Lane No. 9, Road No. 4, Mahipalpur, New Delhi - 110037"
574,Kiehl's Men's Oil Eliminator 24 Hour Anti-Shine Moisturizer,"Kiehl's Men's Oil Eliminator 24 Hour Anti-Shine Moisturizer Provides an out-of-this world clean-skin feel by absorbing sweat and surface oil.Visibly reduces the appearance of pores and shine for 24-hours.Leaves soft, hydrated and comfortable.With continued use, skin looks less shiny and pores appear smaller.Oil-Free, Paraben-Free, Sulfate-Free and Dermatologist tested.Allergy tested, Non-acnegenic.Explore the entire range of Face Moisturizer & Day Cream available on Nykaa. Shop more Kiehl's products here.You can browse through the complete world of Kiehl's Face Moisturizer & Day Cream .Alternatively, you can also find many more products from the Kiehl's Men's Oil Eliminator 24 Hour Anti-Shine Moisturizer range.MRP: 2900 Country of Origin: United States of America (the)Name of Mfg / Importer / Brand: PISCATAWAY MANUFACTURINGAddress of Mfg / Importer / Brand: PISCATAWAY MANUFACTURING, 81 New England Avenue, Piscataway, NJ 08854-4195, USA"
575,Ohria Ayurveda Saffron & Geranium Butter,"Ohria Ayurveda Saffron & Geranium Butter Ohria Ayurveda Saffron and Geranium Butter is an Ayurvedic formula to moisturize and enhance skin as used by royals in ancient India. Natural emollients improve the skin's texture, hydrate, impart radiance and brighten skin tone. Works well on blemishes, scars, dark circles and fine line, is anti aging.Features:Body butter that deeply moisturises and nourishes the skin Enriched with the goodness of geranium essential oil, saffron and kokum butter Helps in improving the skin texture and brightens skin toneHas anti-ageing properties and fights fine lines, scars and dark circlesSuitable for people with dry skin100% natural, vegetarian, Ayurvedic and cruelty-free productAbout the Brand: Welcome to the world of Ohria, based on 'Ayurveda'?, a 6000 years old system of Health care , enhancing beauty with powerful Ayurvedic Ancient formulations. Ohria Ayurveda handcrafts, nurtures and develops each product with passion and care. The ingredients are chosen for sake of health, concern for environment, respect for tradition. Free from all artificial chemicals, toxins, harmful preservatives, synthetic colors, Ohria products are gentle on skin, environment friendly and in sync with nature.Alternatively, you can also find many more products from the Ohria Ayurveda Saffron & Geranium Butter range.MRP: 1310 Country of Origin: IndiaName of Mfg / Importer / Brand: OHRIA AYURVEDA LLPAddress of Mfg / Importer / Brand: 70/B-17, Block C, Najafgarh Road Industrial Area, New Delhi, Delhi 110025"
576,The Hair Kitchen Enrich Hair Oil with Jasmin Extracts,"The Hair Kitchen Enrich Hair Oil with Jasmin Extracts The Hair Kitchen Enrich Hair Oil is a luxurious hair strengthening food specially formulated with a herbal blend of pure jasmine extracts along with Ayurvedic herbs and spices, coconut oil and olive oil. It is a 'self Treatment Oil' that strengthens hair follicles, controls hair fall and adds luster to the hair. Use regularly for smooth, nourished and healthy hair.Benefits: Promotes hair growth, adds volume and thickness to hair. Hydrates and relaxes the scalp. Makes hair smooth, shiny and manageable.Recommended for: All hair types. Suitable for men , women and kids above 12 years.About the Brand: The Hair Kitchen is (born with the idea) to feed and nourish dry, damaged and poor quality hair that needs right the amount of nutrients to grow healthy and happy from within. The brand products are made from herbs, roots and shrubs, natural extracts, essential oils and pure oils. The Hair Kitchen understand needs and wants of hair, the food that hair craves for and the nourishment that is essential for good hair.Alternatively, you can also find many more products from the The Hair Kitchen Enrich Hair Oil with Jasmin Extracts range.MRP: 1400 Country of Origin: IndiaName of Mfg / Importer / Brand: Natural HealthcareAddress of Mfg / Importer / Brand: Natural health care, 755/3-C.Rukmani bhavan , Somnath rd,opp lalji mulji transport,Dabhel, Nani Daman.396210."
577,Lakme 9 to 5 Naturale CC Cream SPF 30 PA++ - Bronze,"Lakme 9 to 5 Naturale CC Cream SPF 30 PA++ - Bronze PREPPED FOR THE CITY?It's not easy maintaining a bright look when you're surrounded by city pollution. You need a skincare solution that protects and perfects your look. LOOK BRIGHT, NATURALLYNow reveal your bright look with the New Naturale CC Cream, an aloe-infused nourishing cream with a hint of make-up. FACE THE CITY WITH CONFIDENCENaturale CC with SPF 30 PA++ helps protect skin from dullness, pollution and sun damage. It perfects your look so you stay city bright every day. PERFECT YOUR CITY BRIGHT LOOK STEP 1Begin by priming your skin with the hydrating Naturale Aloe Aqua Gel. STEP 2Take a coin-size amount of aloe-infused CC cream and evenly apply all over face and neck.MEET THE RANGE OF CITY CHALLENGERSGet the best that nature has to offer with the aloe-infused Lakme Naturale Skincare Range. It helps protect skin from pollution for a city bright look.Explore the entire range of BB & CC Cream available on Nykaa. Shop more Lakme products here.You can browse through the complete world of Lakme BB & CC Cream .Alternatively, you can also find many more products from the Lakme 9 to 5 Naturale CC Cream range.MRP: 375 Country of Origin: India"
578,Moha Herbal Face Wash,"Moha Herbal Face Wash moha: Herbal Face wash, enriched with natural ingredients like Aloe, Cucumber, Rose, Neem and Yashtimadhu effectively cleanses deep-seated dirt, oil and impurities, maintaining its natural moisture and glow. This moisturising facewash helps to soften skin and prevent dryness.Sulphate-free and paraben-free formula, which makes it gentle and suitable for all skin types. Neem known for its anti-fungal and anti-bacterial properties, protects skin against infections, and helps to clear acne.Aloe Vera known for its moisturising properties softens the skin and prevents dryness. It is also an excellent cleansing and detoxifying agent.Cucumber rich in antioxidants helps to refresh tired, dull looking skin. Rose water hydrates the skin and promotes glow.Yashtimadhu helps to improve the skin complexion and reduce blemishes and blackheads. BENEFITS OF MOHA: HERBAL FACE WASH Prevents pimple and break-outs Enhances complexion & glow Hydrates & mositurises your skin Gentle & suitable for all skin types FORMULATED TO RESULT FRESH, PIMPLE-FREE, MOISTURISED SKIN Neem known for its anti-fungal and anti-bacterial properties, protects skin against infections, and helps to clear acne bacterial Aloe Vera known for its moisturising properties softens the skin and prevents dryness. It is also an excellent cleansing and detoxifying agent. Rose hydrates the skin and promotes glow. Cucumber rich in antioxidants helps to soothe and refresh tired, dull skin. Yashtimadhu/ Liquorice improves the skin complexion and also reduces blemishes and blackheads with its antimicrobial and antioxidant actions. MOHA: HERBAL FACE WASH : MILD FORMULA, SUITABLE FOR ALL SKIN TYPES HOW TO USE MOHA: HERBAL FACE WASH Squeeze a small quantity of this sulfate free, paraben free facewash on your palm and apply it onto your wet face & neck.Lather and massage in circular motions for a minute.Rinse thoroughly with plain water.Use morning-evening for fresh, acne-free and moisturized skin. You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Alternatively, you can also find many more products from the Moha Herbal Face Wash range.MRP: 80 Country of Origin: IndiaName of Mfg / Importer / Brand: CHARAK PHARMAAddress of Mfg / Importer / Brand: CHARAK PHARMA PVT. LTD.21, Evergreen Ind. Estate, ShaktiMills Lane, Mahalaxmi, Mumbai 400011, Maharashtra, INDIA.At: Plot No. A-329/330, TTC Ind. AreaMIDC, Mahape, Navi Mumbai - 400710, Maharashtra.INDIA"
579,Clinique Dramatically Different Hydrating Jelly Mini,"Clinique Dramatically Different Hydrating Jelly Mini An unbelievably lightweight, water-jelly that delivers 24-hour hydration repair plus pollution protection.Key Ingredients/Technology: Clean Shield Technology is formulated with a moisture barrier blend of sunflower seed cake, barley extract and cucumber fruit extract to strengthen skinâ€™s barrier, improve its resiliency, and balance and retain skinâ€™s moisture levels. Hyaluronic acid acts as a natural moisture magnet/humectant.Proven results: Makes skin 87% less vulnerable to pollution.What it does: - 24-hour hydrator with Clean Shield Technology locks in the goodâ€”like moistureâ€”and filters out the bad - Strengthens skinâ€™s moisture barrier and improves resiliency - Unique water-jelly texture feels fresh, penetrates quickly - Oil-free formula is non-sticky, leaves no residue - Skin is smooth, strong and healthy with a pure, clean glow.Suits: All skin types.Great to know:- Dermatologist-developed - Allergy testedAlways formulated for maximum results without irritation.No parabens. No phthalates. No fragrance. Just happy skin.Country of Origin : Belgium / Canada / France / Germany / Italy / Japan / South Korea / Switzerland / United Kingdom / United StatesAlternatively, you can also find many more products from the Clinique Dramatically Different Hydrating Jelly range.MRP: 890"
580,Himalaya Herbals Refreshing Cleansing Milk,"Himalaya Herbals Refreshing Cleansing Milk Himalaya's Refreshing Cleansing Milk contains a special blend of herbs that gently remove dirt, makeup and daily impurities while maintaining your skin's natural moisture balance. Lemon, a natural cleanser and astringent, clarifies and refreshes, while Grape Seed rejuvenates, and Mint cools your skin to keep it clear, healthy and radiant.About the Brand: A brand synonymous with safe and efficacious herbal products, Himalaya Herbals was founded in 1930 by Mr. M. Manal with a clear vision to bring Ayurveda to society in a contemporary form and to unravel the mystery behind the 5,000 year old system of medicine. Himalaya has pioneered the use of modern science to rediscover and validate Ayurveda's secrets. ISO 9001:2000 cutting-edge technology is employed to create pharmaceutical-grade Ayurvedic products. The company has focused on developing safe, natural and innovative remedies that will help people lead richer, healthier lives.Alternatively, you can also find many more products from the Himalaya Herbals Refreshing Cleansing Milk range.MRP: 145 Country of Origin: IndiaName of Mfg / Importer / Brand: The Himalaya Drug CompanyAddress of Mfg / Importer / Brand: The Himalaya Drug Company, Makali, Bengaluru 562162 Phone: 1-800-208-1930"
581,Bioderma Sebium H2O Micellaire Water,"Bioderma Sebium H2O Micellaire Water Bioderma SExplore the entire range of Makeup Remover available on Nykaa. Shop more Bioderma products here.You can browse through the complete world of Bioderma Makeup Remover .Alternatively, you can also find many more products from the Bioderma Sebium H2O Micellaire Water range.MRP: 750 Country of Origin: FranceName of Mfg / Importer / Brand: NAOSAddress of Mfg / Importer / Brand: NAOS Skin care India pvt. Ltd. Unit 502, Excellencia Lodha Supremus, Road no.22, MIDC, Wagle Estate, Thane (W) 400604, Maharashtra, India. Tel: +022 25807502"
582,Faces Canada Epic Lip Balm - Vanilla 03,"Faces Canada Epic Lip Balm - Vanilla 03 Formulates in Italy, Faces Canada brings to you Epic Lips : Colour Enhancing Lip Balms. They are wonder sticks and are perfect in everyway.These are no ordinary balms, but sticks with colour enhancing formula. That means they get in contact with your lip?s and influence the pH level or your body heat to intensify their colour and give a customized hue, that is very much your own!Enriched with sweet almond oil and vitamin E, these fabulous lippies keep your lips fully hydrated and protected, leaving them soft, supple and naturally beautiful.These are Paraben and Talc free. So much goodness, no one can keep just one!And what?s more - they come with 6 luscious fruity fragrance.Strawberry: Nothing like the smell of fresh juicy strawberries on a hot summer day. Sweet smell of strawberries is a known mood enhancer.This sweet berry flavoured lip balm gives a lush pink tint on the lips. Chocolate: Chocolate lip balm is always a good idea. Lay your hands on this yummy flavoured lip balm. It gives a natural brown hue to the lips. Vanilla: This lip smacking vanilla?fragranced lip balm?will give a soft, natural pink tint to lips. An actual colour changing white stick that gives a pink tint on application.Orange: Refresh and uplift your?senses?with this zingy?orange?flavoured?lip balm. Gives a soft orangish-pink hue to lips. Watermelon: Coat your lips with our watermelon scented lip balm, for outstanding hydration and nourishment. The soft red tint will give lips a pretty pop of colour, while keeping them beautifully soft.Wildberry: So very berry, this candy fragranced lip balm gives a happy yet soft-violet tint on applicationFeatures:Colour and care balmLocks in lips' natural moistureProvides additional nourishmentProtects lips against chappingColour intensifying formulaInfused with vitamin E and sweet almond oilLush and creamyNonstickyParaben and talc freeAvailable in 6 fruity variants.About the Brand: Flaunting a proud 40-year-old Canadian heritage, Faces is a highly successful beauty brand which has an exclusive line of makeup, skin and personal care products. Believing in the power of nature to safeguard skin's natural beauty, Faces Canada recently developed Urban Balance, a product range that protects your skin from the effects of pollution.Explore the entire range of Lip Balm available on Nykaa. Shop more Faces Canada products here.You can browse through the complete world of Faces Canada Lip Balm .Alternatively, you can also find many more products from the Faces Canada Epic Lip Balm range.MRP: 199 Country of Origin: IndiaName of Mfg / Importer / Brand: Regi India Cosmetics Pvt. Ltd.Address of Mfg / Importer / Brand: Regi India Cosmetics Pvt. Ltd., C-08, Sara industrial estate Ltd., Chakrata Road, Rampur, Selaqui, Dehradun- 248197, Uttrakhand"
583,Nykaa Get Cheeky! Blush Duo Palette - Cali Chick 02,"Nykaa Get Cheeky! Blush Duo Palette - Cali Chick 02 It's time to play naughty and nice with Nykaa Get Cheeky Blush Duo. This blush duo brings a natural-looking flush of color that pops on every skin tone. This palette provides a dominant color and a subtle color for blending and softening edges. Infused with radiance-boosting minerals, These pigments sweep on weightless, And a soft veil of color. The ultra-light, Micronized pigments of these shades blend effortlessly into the skin and give you a buildable coverage to enhance the apples of your cheeks!Silky, Luminous finishLong-wearing formulaEnriched with radiance-boosting minerals Made in EuropeAvailable In Three Shades - Brazilian Bombshell 01, Cali Chik 02, Malibu Barbie 03Explore the entire range of Blush available on Nykaa. Shop more Nykaa Cosmetics products here.You can browse through the complete world of Nykaa Cosmetics Blush .Alternatively, you can also find many more products from the Nykaa Get Cheeky! Blush Duo Palette range.MRP: 699 Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommerceAddress of Mfg / Importer / Brand: FSN E-Commerce, Mumbai"
584,Makeup Revolution Cheek Kit - Fresh Perspective,"Makeup Revolution Cheek Kit - Fresh Perspective Bronze and brighten in one go. The powers of bronzer of highlighter join forces in one compact four-pan palette. Quads in!Each highly pigmented shimmer shade bears a silky texture that glides seamlessly onto the skin and a two-toned marbled effect designed to add multi-dimensional radiance. And the best part? Itâ€™s the perfect multi-tasker to minimise the makeup you need to pack. Use individually to define, contour and highlight cheekbones and temples or swirl your brush around the whole compact for a healthy all-over glow. We also love it for the eyes â€“ apply wet to create an intense foil-like finish.Key Features:A palette with four different shades, super pigmented and silky textureThese velvety-soft powders feel lightweight, never cakey, and feature buildable color payoffShades can be worn individually or blended together for multidimensional sheenThe product is absolutely cruelty-free and veganAbout the Brand: Makeup Revolution London brings to you some revolutionary makeup products at affordable prices. This UK based brand has a cult following amongst beauty lovers worldwide and is known for providing high-end, in-trend cosmetics with exceptional formulas, textures and pigmentation. The brand offers stunning range of makeup palettes, highlighters, makeup brushes at affordable prices. The brand offers 100% cruelty free range of products. None of the products are tested on animals. The majority of the products are also vegan (see the product description page for details on this).Explore the entire range of Highlighters available on Nykaa. Shop more Makeup Revolution products here.You can browse through the complete world of Makeup Revolution Highlighters .Alternatively, you can also find many more products from the Makeup Revolution Cheek Kit range.MRP: 800 Country of Origin: United Kingdom of Great Britain and Northern Ireland (the)Name of Mfg / Importer / Brand: Revolution BeautyAddress of Mfg / Importer / Brand: Importer Address : A-26 First Floor Naraina Industrial Area Phase - 2 New Delhi - 110028"
585,Max Care Virgin Coconut Oil (Cold Pressed),"Max Care Virgin Coconut Oil (Cold Pressed) Maxcare Virgin Coconut Oil (VCO) is pure, unrefined, cold pressed oil extracted from fresh coconut milk. The cold process method ensures that all the vital nutrients and the natural goodness of fresh coconuts are retained. Rich in several essential fatty acids and antioxidants, virgin coconut oil is a versatile oil for both health and beauty. Unlike commercial coconut oil are made by expeller method from dehydrated coconut meat, Max Care VCO has a delicate mild fresh aroma and taste.For cooking and dietary purposes, VCO is one of the healthiest cooking oils with numerous health benefits. It can also be consumed directly as a dietary supplement or mixed with food in its raw form. VCO is rich in medium chain fatty acids and antioxidants which help improve metabolism and immunity. For hair, Maxcare VCO contains vitamin E which is an essential nutrient that helps nourish and strengthen the hair. The antifungal properties of VCO help fight dandruff and boost the health of the scalp. Coconut oil can be liberally applied on the hair and left for 1-2 hours or overnight before showering. For skin, virgin coconut oil acts as a natural moisturizer and is helpful for dry or rough skin. Using it to moisturize the skin will keep the skin looking soft and supple. VCO is packed with antioxidants, along with the medium chain fatty acids that actually help build cells. This slows down the development of wrinkles and promotes younger looking skin. For baby care, virgin coconut oil's antifungal, antiviral and antibacterial properties make it an excellent oil for baby massage. It can also be used as a nappy rash cream and prevents any irritation from rashes. VCO can also be used as a natural treatment for cradle cap when massaged into the baby's scalp and left for 20 minutes. It will act as a moisturizer and will loosen the cradle cap flakes while nourishing the scalp. Max Care VCO does not contain any additives/preservatives.Key Features:100% pure, cold pressed, unrefined oil extracted from fresh coconut milkThe cold process method ensures that all the vital nutrients and natural goodness of fresh coconuts are retainedDelicate, mild aroma and taste. Water like clarity and thin consistencyVCO is rich in fatty acids and anti-oxidants making it ideal for cooking, dietary purposes and skin, hair and baby careRich in medium chain triglycerides which help boost metabolism and provide an instant source of energyHelps condition and strengthen hair and controls hair fallHelps repair damaged and frizzy hair and restores shine to hairExcellent natural moisturiser for skin; great for dry skinMakes skin soft and supple and promotes younger looking skinPerfect for baby massage and to naturally treat nappy rashesCan be consumed raw or used for cooking tooFree from additives and preservativesAbout the Brand: With over 35 years of experience in the coconut industry, Mahavir Coconut Industries are the leading manufacturers of virgin coconut oil with the brand name Max Care. Its products are 100% natural and are manufactured hygienically from selected coconuts and stringent measures are taken to ensure that customers receive only the best quality. Max Care's manufacturing process right from procurement of the raw material, to processing and packaging adhere to the best practices in the industry to provide pure, natural and best quality products.Explore the entire range of Hair Oil available on Nykaa. Shop more Max Care products here.You can browse through the complete world of Max Care Hair Oil .Alternatively, you can also find many more products from the Max Care Virgin Coconut Oil (Cold Pressed) range.MRP: 375 Expiry Date: 15 November 2023Country of Origin: IndiaName of Mfg / Importer / Brand: Mahavir Coconut IndustriesAddress of Mfg / Importer / Brand: Mahavir Coconut Industries, 9th KM, BH Road, Mallasandra, Tumkur 572107"
586,Nykaa Naturals Citronella Essential Oil,"Nykaa Naturals Citronella Essential Oil Explore the entire range of Face Oils available on Nykaa. Shop more Nykaa Naturals products here.You can browse through the complete world of Nykaa Naturals Face Oils .Alternatively, you can also find many more products from the Nykaa Naturals Essential Oil range.MRP: 350 Expiry Date: 15 May 2021Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommerceAddress of Mfg / Importer / Brand: FSN E-Commerce, Mumbai"
587,Charlotte Tilbury Charlotte's Magic Cream,"Charlotte Tilbury Charlotte's Magic Cream It's science-powered skincare for clinically-proven results! This innovative, award-winning, best-selling moisturiser was originally created backstage to instantly prep and transform the look of modelsâ€™ skin before fashion shows and it became so iconic that it had to be bottled.Loved by celebrities and supermodels, the revolutionary, results-driven formula is infused with a magic matrix of oils, Charlotteâ€™s â€˜magic 8â€™ of supercharged skincare ingredients and SPF15 to flood your complexion with moisture and transform the appearance of tired, dull skin for a glowing, dewy, plumper-looking canvas! This product is gluten-free.Supercharged Ingredients:- Bionymph Peptide Complex: Diminishes the appearance of wrinkles and improves the look and feel of skin smoothness.- Hyaluronic Acid: Moisturizes skinâ€™s outer layers so skin looks and feels softer, smoother, and plumped.- Vitamins C and E: Visibly brighten and even skin tone while fighting dullness.Results observed in a clinical study:- 100% agree wrinkles appear reduced*- 100% felt their skin was instantly moisturised*- 100% agree dull skin was instantly transformed*- 98% agree skin looked and felt firmer*- Moisturises for up to 24 hours!*103 women tested over 4 weeksExplore the entire range of Face Moisturizer & Day Cream available on Nykaa. Shop more Charlotte Tilbury products here.You can browse through the complete world of Charlotte Tilbury Face Moisturizer & Day Cream .Alternatively, you can also find many more products from the Charlotte Tilbury Charlotte's Magic Cream range.MRP: 5650 Expiry Date: 15 November 2022Country of Origin: SwitzerlandName of Mfg / Importer / Brand: Charlotte TilburyAddress of Mfg / Importer / Brand: 8 Surrey Street, London, WC2R 2ND, United Kingdom."
588,Charlotte Tilbury Lip Cheat - Hot Gossip,"Charlotte Tilbury Lip Cheat - Hot Gossip Lip liner is the backstage secret weapon! Lip Cheat Lip Liner has everything you need for a fuller-looking, re-defined pout, perfecting the look of your lips before going bold with your lipstick.What makes it magic?- Perfect the look of your lip shape!- Smooths over texture for a seamless line, so you can resize and reshape the appearance of your lips for a fuller-looking pout- Lasts up to 6 hours with no smudging*- Waterproof formula- Transfer resistant formula- Ideal for perfectly defined, color-rich lips- This product is vegan friendly*Tested on 20 womenAlternatively, you can also find many more products from the Charlotte Tilbury Lip Cheat range.MRP: 2200 Country of Origin: GermanyName of Mfg / Importer / Brand: Charlotte TilburyAddress of Mfg / Importer / Brand: 8 Surrey Street, London, WC2R 2ND, United Kingdom."
589,Vaadi Herbals Pedicure - Manicure Spa Kit Soothing & Relaxing,"Vaadi Herbals Pedicure - Manicure Spa Kit Soothing & Relaxing A divine combination of various herbs and aromatic oils, this kit is all set to pamper & beautify your hands & feet. It will cleanse, moisturize and smoothen the skin on your hands & feet; and take good care of your nails too. This Kit Contains: Foot Cleanser: This scientifically designed foot cleanser is enriched with numerous herbal ingredients that effectively cleanse your skin and improve blood circulation. It imparts a cool feeling which relieves stress and fatigue. Foot Scrub: This uniquely designed foot scrub scientifically uses precious herbs & scrubs, to effectively exfoliate dead foot tissues & rejuvenates the rough & damaged foot skin. Makes your feet super soft & supple. Foot Cream: A scientifically designed foot cream that repairs & softens rough, hard & cracked heels. Clove Oil has antiseptic properties that disinfect your feet. Cocoa Butter & Jojoba Oil deeply moisturize your feet making them super soft. Sandalwood Oil soothes & relaxes tired feet. Anti Tan Foot Mask: This uniquely designed Anti Tan Foot Mask is enriched with anti tan and skin rejuvenating agents that effectively hydrate and repair damaged foot skin. Removes pigmentation marks and signs of ageing. Nail & Cuticle Oil: Effectively moisturizes and conditions the nail wall and cuticle area of the nail. It prevents cracking and peeling of cuticles, making them soft and smooth. It strengthens thin weak nails by treating dry damaged cuticles at the root. Key Ingredients: Foot Cleanser - Active Ingredients: Grapeseed extract, Lemon Peel Extract, Orange Peel Extract, Honey, Lavender Oil. Foot Scrub - Active Ingredients: Fenugreek, Jojoba Seed Grains, Lemon Grass Oil, Walnut Scrub, Turmeric, Kokum Butter. Foot Cream - Active Ingredients: Thyme, Clove Oil, Sandalwood, Cocoa Butter, Jojoba Oil. Anti Tan Foot Mask - Active Ingredients: Manjistha, Lemon Grass Oil, Sandal Paste, Apricot Oil. Nail & Cuticle Oil - Active Ingredients: Apricot Kernel Oil, Jojoba Oil, Vitamin A&E, Shea Butter Â  Additional Information: With decades of experience in the science of Ayurveda, Vaadi Herbals has combined Ayurvedic science with modern technology to develop an entire new range of skin and personal care products. The brand brings to you premium quality range of hair, skin, face and body care products at affordable prices, that are enriched with best quality natural herbs and extracts to give you flawless, rejuvenated skin.Explore the entire range of Foot Care available on Nykaa. Shop more Vaadi Herbals products here.You can browse through the complete world of Vaadi Herbals Foot Care .Alternatively, you can also find many more products from the Vaadi Herbals Pedicure - Manicure Spa Kit Soothing & Relaxing range.MRP: 920 Country of Origin: IndiaName of Mfg / Importer / Brand: Vaadi Herbals Private LimitedAddress of Mfg / Importer / Brand: A-40, Jhilmil Industrial Area, Delhi - 110095"
590,Zerb Almond Nourishing Cream,"Zerb Almond Nourishing Cream Zerb Almond Nourishing Massage Cream moisturizes, nourishes & hydrates the skin. Enriched with real Aloe Vera. It promotes micro blood circulation resulting in a softer, smoother, glowing, younger looking skin.Features: Adds moisture and makes skin look healthy Improves the texture of the skin For soft and glowing skin Suitable for all skin typesExplore the entire range of Lotions & Creams available on Nykaa. Shop more Zerb products here.You can browse through the complete world of Zerb Lotions & Creams .Alternatively, you can also find many more products from the Zerb Almond Nourishing Cream range.MRP: 299 Country of Origin: IndiaName of Mfg / Importer / Brand: Median BiopahrmaAddress of Mfg / Importer / Brand: Median Biopharma 119, Mahavir Industrial Estate, Opp. Vimal Industrial Estate Waliv-Nayakpada Road Vasai East Thane, Pincode- 401208"
591,MESMARA Citronella Essential Oil,"MESMARA Citronella Essential Oil Citronella Essential Oil is obtained from the leaves and stems of different species of Cymbopogon (lemongrass). MESMARA Citronella Essential Oil is used extensively as a source of perfumery chemicals such as citronella, citronellal and geraniol. These chemicals find extensive use in soap, candles and incense, perfumery, cosmetic, and flavoring industries throughout the world. Citronella oil is also a plant-based insect repellent. Pure citronella essential oil should never be used directly on your skin, as this may cause sensitivities. It should be mixed with a carrier oil such as olive or coconut oil. Once diluted, citronella oil can also be inhaled. Just place a few drops onto a cloth or tissue or use a diffuser Extraction: MESMARA Citronella Essential Oil is extracted by the process of steam distillation from the leaves of Cymbopogon Nardus. Aroma: MESMARA citronella essential oil has a musky, citrus-like aromaFeatures and Benefits: 100% pure, natural and undiluted citronella essential oil The antiseptic properties of this essential oil fight infections in wounds The crisp, rich citrus or lemon-like aroma of this oil drives away body odor and is used in deodorants and body sprays This is one of the most commonly used properties of this essential oil, as it kills and keeps away insects Proven to have strong antifungal and antibacterial properties, citronella can help clean kitchen, bathroom or household surfaces without the need for harsh chemicals One of the most popular uses for citronella oil is cleansing and conditioning the hair and scalp. It can help eliminate excess oil and greasiness of hair while also fighting dandruff and adding shine MESMARA citronella essential oil comes in an amber coloured glass bottle to block the light and keep the oil freshAbout the Brand: MESMARA is a family owned company which makes pure essential oils and natural products from the best of ingredients. It believes in the need for better health and lifestyle alternatives. MESMARA's passion to cater healthy and natural products has evolved into a commitment to helping others. Known for its 100 percent pure, natural therapeutic grade premium essential oils and other natural products, MESMARA is believes in providing products that are of high quality.Explore the entire range of Insect Repellent available on Nykaa. Shop more MESMARA products here.You can browse through the complete world of MESMARA Insect Repellent .Alternatively, you can also find many more products from the MESMARA Citronella Essential Oil range.MRP: 349 Country of Origin: IndiaName of Mfg / Importer / Brand: Siva Sri RetailAddress of Mfg / Importer / Brand: SIVA SRI RETAIL,BHEL Ancillary Industrial Estate,Ramachandrapuram,Sangareddy Dist,Telangana-502032"
592,Big Muscles Xtreme Muscle Mass - Vanilla,"Big Muscles Xtreme Muscle Mass - Vanilla Big Muscles Xtreme Muscle Mass is an advanced formula in the body weight gain optimizing technology which is brought to you from Big Muscles Nutrition. It incorporates a perfect blend of Malt dextrin, Starch, Sucrose, Soy Protein Isolate, Whey Protein Concentrate (80%), Whole Milk Powder, Skimmed Milk Powder, Cocoa Powder, Added Flavors (Nature Identical Flavoring Substances), Calcium Phosphate & Sodium Benzoate for desired results. It comes with a great taste and provides all the nutrients essential for the body. It is an ideal mass gainer supplement, which also helps in providing speed muscle recovery even after intense workout sessions.Features:Aids to breakthrough your roadblock to help you gain weight fastIs a precise blend of muscle building protein, which helps in your muscle growthProvides all the nutrients essential for the bodyIs an ideal mass gainer supplement, which also helps in providing speed muscle recovery even after intense workout sessionsAdditional Information: Founded in 2009, Big muscles is a reputable food supplement brand operating all over India and South East Asia. The brand supplies a full line of premium quality health and fitness products, which includes whey proteins, soya proteins, weight gainers, muscle gainers, pre and post workout products. The brand is dedicated to continuously research, develop, produce, and market the most effective diet and sports supplements to assist fitness freaks in achieving their personal fitness goals.Explore the entire range of Post Workout available on Nykaa. Shop more Big Muscles products here.You can browse through the complete world of Big Muscles Post Workout .Alternatively, you can also find many more products from the Big Muscles Xtreme Muscle Mass - Vanilla range.MRP: 6099 Country of Origin: IndiaName of Mfg / Importer / Brand: Bimuscles NutritionAddress of Mfg / Importer / Brand: A-207, Lane No. 9, Road No. 4, Mahipalpur, New Delhi - 110037"
